Date,Day,Month,Year,Month_Num,Quarter
2018-01-01,Monday,January,2018,1,1
2018-01-02,Tuesday,January,2018,1,1
2018-01-03,Wednesday,January,2018,1,1
2018-01-04,Thursday,January,2018,1,1
2018-01-05,Friday,January,2018,1,1
2018-01-06,Saturday,January,2018,1,1
2018-01-07,Sunday,January,2018,1,1
2018-01-08,Monday,January,2018,1,1
2018-01-09,Tuesday,January,2018,1,1
2018-01-10,Wednesday,January,2018,1,1
2018-01-11,Thursday,January,2018,1,1
2018-01-12,Friday,January,2018,1,1
2018-01-13,Saturday,January,2018,1,1
2018-01-14,Sunday,January,2018,1,1
2018-01-15,Monday,January,2018,1,1
2018-01-16,Tuesday,January,2018,1,1
2018-01-17,Wednesday,January,2018,1,1
2018-01-18,Thursday,January,2018,1,1
2018-01-19,Friday,January,2018,1,1
2018-01-20,Saturday,January,2018,1,1
2018-01-21,Sunday,January,2018,1,1
2018-01-22,Monday,January,2018,1,1
2018-01-23,Tuesday,January,2018,1,1
2018-01-24,Wednesday,January,2018,1,1
2018-01-25,Thursday,January,2018,1,1
2018-01-26,Friday,January,2018,1,1
2018-01-27,Saturday,January,2018,1,1
2018-01-28,Sunday,January,2018,1,1
2018-01-29,Monday,January,2018,1,1
2018-01-30,Tuesday,January,2018,1,1
2018-01-31,Wednesday,January,2018,1,1
2018-02-01,Thursday,February,2018,2,1
2018-02-02,Friday,February,2018,2,1
2018-02-03,Saturday,February,2018,2,1
2018-02-04,Sunday,February,2018,2,1
2018-02-05,Monday,February,2018,2,1
2018-02-06,Tuesday,February,2018,2,1
2018-02-07,Wednesday,February,2018,2,1
2018-02-08,Thursday,February,2018,2,1
2018-02-09,Friday,February,2018,2,1
2018-02-10,Saturday,February,2018,2,1
2018-02-11,Sunday,February,2018,2,1
2018-02-12,Monday,February,2018,2,1
2018-02-13,Tuesday,February,2018,2,1
2018-02-14,Wednesday,February,2018,2,1
2018-02-15,Thursday,February,2018,2,1
2018-02-16,Friday,February,2018,2,1
2018-02-17,Saturday,February,2018,2,1
2018-02-18,Sunday,February,2018,2,1
2018-02-19,Monday,February,2018,2,1
2018-02-20,Tuesday,February,2018,2,1
2018-02-21,Wednesday,February,2018,2,1
2018-02-22,Thursday,February,2018,2,1
2018-02-23,Friday,February,2018,2,1
2018-02-24,Saturday,February,2018,2,1
2018-02-25,Sunday,February,2018,2,1
2018-02-26,Monday,February,2018,2,1
2018-02-27,Tuesday,February,2018,2,1
2018-02-28,Wednesday,February,2018,2,1
2018-03-01,Thursday,March,2018,3,1
2018-03-02,Friday,March,2018,3,1
2018-03-03,Saturday,March,2018,3,1
2018-03-04,Sunday,March,2018,3,1
2018-03-05,Monday,March,2018,3,1
2018-03-06,Tuesday,March,2018,3,1
2018-03-07,Wednesday,March,2018,3,1
2018-03-08,Thursday,March,2018,3,1
2018-03-09,Friday,March,2018,3,1
2018-03-10,Saturday,March,2018,3,1
2018-03-11,Sunday,March,2018,3,1
2018-03-12,Monday,March,2018,3,1
2018-03-13,Tuesday,March,2018,3,1
2018-03-14,Wednesday,March,2018,3,1
2018-03-15,Thursday,March,2018,3,1
2018-03-16,Friday,March,2018,3,1
2018-03-17,Saturday,March,2018,3,1
2018-03-18,Sunday,March,2018,3,1
2018-03-19,Monday,March,2018,3,1
2018-03-20,Tuesday,March,2018,3,1
2018-03-21,Wednesday,March,2018,3,1
2018-03-22,Thursday,March,2018,3,1
2018-03-23,Friday,March,2018,3,1
2018-03-24,Saturday,March,2018,3,1
2018-03-25,Sunday,March,2018,3,1
2018-03-26,Monday,March,2018,3,1
2018-03-27,Tuesday,March,2018,3,1
2018-03-28,Wednesday,March,2018,3,1
2018-03-29,Thursday,March,2018,3,1
2018-03-30,Friday,March,2018,3,1
2018-03-31,Saturday,March,2018,3,1
2018-04-01,Sunday,April,2018,4,2
2018-04-02,Monday,April,2018,4,2
2018-04-03,Tuesday,April,2018,4,2
2018-04-04,Wednesday,April,2018,4,2
2018-04-05,Thursday,April,2018,4,2
2018-04-06,Friday,April,2018,4,2
2018-04-07,Saturday,April,2018,4,2
2018-04-08,Sunday,April,2018,4,2
2018-04-09,Monday,April,2018,4,2
2018-04-10,Tuesday,April,2018,4,2
2018-04-11,Wednesday,April,2018,4,2
2018-04-12,Thursday,April,2018,4,2
2018-04-13,Friday,April,2018,4,2
2018-04-14,Saturday,April,2018,4,2
2018-04-15,Sunday,April,2018,4,2
2018-04-16,Monday,April,2018,4,2
2018-04-17,Tuesday,April,2018,4,2
2018-04-18,Wednesday,April,2018,4,2
2018-04-19,Thursday,April,2018,4,2
2018-04-20,Friday,April,2018,4,2
2018-04-21,Saturday,April,2018,4,2
2018-04-22,Sunday,April,2018,4,2
2018-04-23,Monday,April,2018,4,2
2018-04-24,Tuesday,April,2018,4,2
2018-04-25,Wednesday,April,2018,4,2
2018-04-26,Thursday,April,2018,4,2
2018-04-27,Friday,April,2018,4,2
2018-04-28,Saturday,April,2018,4,2
2018-04-29,Sunday,April,2018,4,2
2018-04-30,Monday,April,2018,4,2
2018-05-01,Tuesday,May,2018,5,2
2018-05-02,Wednesday,May,2018,5,2
2018-05-03,Thursday,May,2018,5,2
2018-05-04,Friday,May,2018,5,2
2018-05-05,Saturday,May,2018,5,2
2018-05-06,Sunday,May,2018,5,2
2018-05-07,Monday,May,2018,5,2
2018-05-08,Tuesday,May,2018,5,2
2018-05-09,Wednesday,May,2018,5,2
2018-05-10,Thursday,May,2018,5,2
2018-05-11,Friday,May,2018,5,2
2018-05-12,Saturday,May,2018,5,2
2018-05-13,Sunday,May,2018,5,2
2018-05-14,Monday,May,2018,5,2
2018-05-15,Tuesday,May,2018,5,2
2018-05-16,Wednesday,May,2018,5,2
2018-05-17,Thursday,May,2018,5,2
2018-05-18,Friday,May,2018,5,2
2018-05-19,Saturday,May,2018,5,2
2018-05-20,Sunday,May,2018,5,2
2018-05-21,Monday,May,2018,5,2
2018-05-22,Tuesday,May,2018,5,2
2018-05-23,Wednesday,May,2018,5,2
2018-05-24,Thursday,May,2018,5,2
2018-05-25,Friday,May,2018,5,2
2018-05-26,Saturday,May,2018,5,2
2018-05-27,Sunday,May,2018,5,2
2018-05-28,Monday,May,2018,5,2
2018-05-29,Tuesday,May,2018,5,2
2018-05-30,Wednesday,May,2018,5,2
2018-05-31,Thursday,May,2018,5,2
2018-06-01,Friday,June,2018,6,2
2018-06-02,Saturday,June,2018,6,2
2018-06-03,Sunday,June,2018,6,2
2018-06-04,Monday,June,2018,6,2
2018-06-05,Tuesday,June,2018,6,2
2018-06-06,Wednesday,June,2018,6,2
2018-06-07,Thursday,June,2018,6,2
2018-06-08,Friday,June,2018,6,2
2018-06-09,Saturday,June,2018,6,2
2018-06-10,Sunday,June,2018,6,2
2018-06-11,Monday,June,2018,6,2
2018-06-12,Tuesday,June,2018,6,2
2018-06-13,Wednesday,June,2018,6,2
2018-06-14,Thursday,June,2018,6,2
2018-06-15,Friday,June,2018,6,2
2018-06-16,Saturday,June,2018,6,2
2018-06-17,Sunday,June,2018,6,2
2018-06-18,Monday,June,2018,6,2
2018-06-19,Tuesday,June,2018,6,2
2018-06-20,Wednesday,June,2018,6,2
2018-06-21,Thursday,June,2018,6,2
2018-06-22,Friday,June,2018,6,2
2018-06-23,Saturday,June,2018,6,2
2018-06-24,Sunday,June,2018,6,2
2018-06-25,Monday,June,2018,6,2
2018-06-26,Tuesday,June,2018,6,2
2018-06-27,Wednesday,June,2018,6,2
2018-06-28,Thursday,June,2018,6,2
2018-06-29,Friday,June,2018,6,2
2018-06-30,Saturday,June,2018,6,2
2018-07-01,Sunday,July,2018,7,3
2018-07-02,Monday,July,2018,7,3
2018-07-03,Tuesday,July,2018,7,3
2018-07-04,Wednesday,July,2018,7,3
2018-07-05,Thursday,July,2018,7,3
2018-07-06,Friday,July,2018,7,3
2018-07-07,Saturday,July,2018,7,3
2018-07-08,Sunday,July,2018,7,3
2018-07-09,Monday,July,2018,7,3
2018-07-10,Tuesday,July,2018,7,3
2018-07-11,Wednesday,July,2018,7,3
2018-07-12,Thursday,July,2018,7,3
2018-07-13,Friday,July,2018,7,3
2018-07-14,Saturday,July,2018,7,3
2018-07-15,Sunday,July,2018,7,3
2018-07-16,Monday,July,2018,7,3
2018-07-17,Tuesday,July,2018,7,3
2018-07-18,Wednesday,July,2018,7,3
2018-07-19,Thursday,July,2018,7,3
2018-07-20,Friday,July,2018,7,3
2018-07-21,Saturday,July,2018,7,3
2018-07-22,Sunday,July,2018,7,3
2018-07-23,Monday,July,2018,7,3
2018-07-24,Tuesday,July,2018,7,3
2018-07-25,Wednesday,July,2018,7,3
2018-07-26,Thursday,July,2018,7,3
2018-07-27,Friday,July,2018,7,3
2018-07-28,Saturday,July,2018,7,3
2018-07-29,Sunday,July,2018,7,3
2018-07-30,Monday,July,2018,7,3
2018-07-31,Tuesday,July,2018,7,3
2018-08-01,Wednesday,August,2018,8,3
2018-08-02,Thursday,August,2018,8,3
2018-08-03,Friday,August,2018,8,3
2018-08-04,Saturday,August,2018,8,3
2018-08-05,Sunday,August,2018,8,3
2018-08-06,Monday,August,2018,8,3
2018-08-07,Tuesday,August,2018,8,3
2018-08-08,Wednesday,August,2018,8,3
2018-08-09,Thursday,August,2018,8,3
2018-08-10,Friday,August,2018,8,3
2018-08-11,Saturday,August,2018,8,3
2018-08-12,Sunday,August,2018,8,3
2018-08-13,Monday,August,2018,8,3
2018-08-14,Tuesday,August,2018,8,3
2018-08-15,Wednesday,August,2018,8,3
2018-08-16,Thursday,August,2018,8,3
2018-08-17,Friday,August,2018,8,3
2018-08-18,Saturday,August,2018,8,3
2018-08-19,Sunday,August,2018,8,3
2018-08-20,Monday,August,2018,8,3
2018-08-21,Tuesday,August,2018,8,3
2018-08-22,Wednesday,August,2018,8,3
2018-08-23,Thursday,August,2018,8,3
2018-08-24,Friday,August,2018,8,3
2018-08-25,Saturday,August,2018,8,3
2018-08-26,Sunday,August,2018,8,3
2018-08-27,Monday,August,2018,8,3
2018-08-28,Tuesday,August,2018,8,3
2018-08-29,Wednesday,August,2018,8,3
2018-08-30,Thursday,August,2018,8,3
2018-08-31,Friday,August,2018,8,3
2018-09-01,Saturday,September,2018,9,3
2018-09-02,Sunday,September,2018,9,3
2018-09-03,Monday,September,2018,9,3
2018-09-04,Tuesday,September,2018,9,3
2018-09-05,Wednesday,September,2018,9,3
2018-09-06,Thursday,September,2018,9,3
2018-09-07,Friday,September,2018,9,3
2018-09-08,Saturday,September,2018,9,3
2018-09-09,Sunday,September,2018,9,3
2018-09-10,Monday,September,2018,9,3
2018-09-11,Tuesday,September,2018,9,3
2018-09-12,Wednesday,September,2018,9,3
2018-09-13,Thursday,September,2018,9,3
2018-09-14,Friday,September,2018,9,3
2018-09-15,Saturday,September,2018,9,3
2018-09-16,Sunday,September,2018,9,3
2018-09-17,Monday,September,2018,9,3
2018-09-18,Tuesday,September,2018,9,3
2018-09-19,Wednesday,September,2018,9,3
2018-09-20,Thursday,September,2018,9,3
2018-09-21,Friday,September,2018,9,3
2018-09-22,Saturday,September,2018,9,3
2018-09-23,Sunday,September,2018,9,3
2018-09-24,Monday,September,2018,9,3
2018-09-25,Tuesday,September,2018,9,3
2018-09-26,Wednesday,September,2018,9,3
2018-09-27,Thursday,September,2018,9,3
2018-09-28,Friday,September,2018,9,3
2018-09-29,Saturday,September,2018,9,3
2018-09-30,Sunday,September,2018,9,3
2018-10-01,Monday,October,2018,10,4
2018-10-02,Tuesday,October,2018,10,4
2018-10-03,Wednesday,October,2018,10,4
2018-10-04,Thursday,October,2018,10,4
2018-10-05,Friday,October,2018,10,4
2018-10-06,Saturday,October,2018,10,4
2018-10-07,Sunday,October,2018,10,4
2018-10-08,Monday,October,2018,10,4
2018-10-09,Tuesday,October,2018,10,4
2018-10-10,Wednesday,October,2018,10,4
2018-10-11,Thursday,October,2018,10,4
2018-10-12,Friday,October,2018,10,4
2018-10-13,Saturday,October,2018,10,4
2018-10-14,Sunday,October,2018,10,4
2018-10-15,Monday,October,2018,10,4
2018-10-16,Tuesday,October,2018,10,4
2018-10-17,Wednesday,October,2018,10,4
2018-10-18,Thursday,October,2018,10,4
2018-10-19,Friday,October,2018,10,4
2018-10-20,Saturday,October,2018,10,4
2018-10-21,Sunday,October,2018,10,4
2018-10-22,Monday,October,2018,10,4
2018-10-23,Tuesday,October,2018,10,4
2018-10-24,Wednesday,October,2018,10,4
2018-10-25,Thursday,October,2018,10,4
2018-10-26,Friday,October,2018,10,4
2018-10-27,Saturday,October,2018,10,4
2018-10-28,Sunday,October,2018,10,4
2018-10-29,Monday,October,2018,10,4
2018-10-30,Tuesday,October,2018,10,4
2018-10-31,Wednesday,October,2018,10,4
2018-11-01,Thursday,November,2018,11,4
2018-11-02,Friday,November,2018,11,4
2018-11-03,Saturday,November,2018,11,4
2018-11-04,Sunday,November,2018,11,4
2018-11-05,Monday,November,2018,11,4
2018-11-06,Tuesday,November,2018,11,4
2018-11-07,Wednesday,November,2018,11,4
2018-11-08,Thursday,November,2018,11,4
2018-11-09,Friday,November,2018,11,4
2018-11-10,Saturday,November,2018,11,4
2018-11-11,Sunday,November,2018,11,4
2018-11-12,Monday,November,2018,11,4
2018-11-13,Tuesday,November,2018,11,4
2018-11-14,Wednesday,November,2018,11,4
2018-11-15,Thursday,November,2018,11,4
2018-11-16,Friday,November,2018,11,4
2018-11-17,Saturday,November,2018,11,4
2018-11-18,Sunday,November,2018,11,4
2018-11-19,Monday,November,2018,11,4
2018-11-20,Tuesday,November,2018,11,4
2018-11-21,Wednesday,November,2018,11,4
2018-11-22,Thursday,November,2018,11,4
2018-11-23,Friday,November,2018,11,4
2018-11-24,Saturday,November,2018,11,4
2018-11-25,Sunday,November,2018,11,4
2018-11-26,Monday,November,2018,11,4
2018-11-27,Tuesday,November,2018,11,4
2018-11-28,Wednesday,November,2018,11,4
2018-11-29,Thursday,November,2018,11,4
2018-11-30,Friday,November,2018,11,4
2018-12-01,Saturday,December,2018,12,4
2018-12-02,Sunday,December,2018,12,4
2018-12-03,Monday,December,2018,12,4
2018-12-04,Tuesday,December,2018,12,4
2018-12-05,Wednesday,December,2018,12,4
2018-12-06,Thursday,December,2018,12,4
2018-12-07,Friday,December,2018,12,4
2018-12-08,Saturday,December,2018,12,4
2018-12-09,Sunday,December,2018,12,4
2018-12-10,Monday,December,2018,12,4
2018-12-11,Tuesday,December,2018,12,4
2018-12-12,Wednesday,December,2018,12,4
2018-12-13,Thursday,December,2018,12,4
2018-12-14,Friday,December,2018,12,4
2018-12-15,Saturday,December,2018,12,4
2018-12-16,Sunday,December,2018,12,4
2018-12-17,Monday,December,2018,12,4
2018-12-18,Tuesday,December,2018,12,4
2018-12-19,Wednesday,December,2018,12,4
2018-12-20,Thursday,December,2018,12,4
2018-12-21,Friday,December,2018,12,4
2018-12-22,Saturday,December,2018,12,4
2018-12-23,Sunday,December,2018,12,4
2018-12-24,Monday,December,2018,12,4
2018-12-25,Tuesday,December,2018,12,4
2018-12-26,Wednesday,December,2018,12,4
2018-12-27,Thursday,December,2018,12,4
2018-12-28,Friday,December,2018,12,4
2018-12-29,Saturday,December,2018,12,4
2018-12-30,Sunday,December,2018,12,4
2018-12-31,Monday,December,2018,12,4
2019-01-01,Tuesday,January,2019,1,1
2019-01-02,Wednesday,January,2019,1,1
2019-01-03,Thursday,January,2019,1,1
2019-01-04,Friday,January,2019,1,1
2019-01-05,Saturday,January,2019,1,1
2019-01-06,Sunday,January,2019,1,1
2019-01-07,Monday,January,2019,1,1
2019-01-08,Tuesday,January,2019,1,1
2019-01-09,Wednesday,January,2019,1,1
2019-01-10,Thursday,January,2019,1,1
2019-01-11,Friday,January,2019,1,1
2019-01-12,Saturday,January,2019,1,1
2019-01-13,Sunday,January,2019,1,1
2019-01-14,Monday,January,2019,1,1
2019-01-15,Tuesday,January,2019,1,1
2019-01-16,Wednesday,January,2019,1,1
2019-01-17,Thursday,January,2019,1,1
2019-01-18,Friday,January,2019,1,1
2019-01-19,Saturday,January,2019,1,1
2019-01-20,Sunday,January,2019,1,1
2019-01-21,Monday,January,2019,1,1
2019-01-22,Tuesday,January,2019,1,1
2019-01-23,Wednesday,January,2019,1,1
2019-01-24,Thursday,January,2019,1,1
2019-01-25,Friday,January,2019,1,1
2019-01-26,Saturday,January,2019,1,1
2019-01-27,Sunday,January,2019,1,1
2019-01-28,Monday,January,2019,1,1
2019-01-29,Tuesday,January,2019,1,1
2019-01-30,Wednesday,January,2019,1,1
2019-01-31,Thursday,January,2019,1,1
2019-02-01,Friday,February,2019,2,1
2019-02-02,Saturday,February,2019,2,1
2019-02-03,Sunday,February,2019,2,1
2019-02-04,Monday,February,2019,2,1
2019-02-05,Tuesday,February,2019,2,1
2019-02-06,Wednesday,February,2019,2,1
2019-02-07,Thursday,February,2019,2,1
2019-02-08,Friday,February,2019,2,1
2019-02-09,Saturday,February,2019,2,1
2019-02-10,Sunday,February,2019,2,1
2019-02-11,Monday,February,2019,2,1
2019-02-12,Tuesday,February,2019,2,1
2019-02-13,Wednesday,February,2019,2,1
2019-02-14,Thursday,February,2019,2,1
2019-02-15,Friday,February,2019,2,1
2019-02-16,Saturday,February,2019,2,1
2019-02-17,Sunday,February,2019,2,1
2019-02-18,Monday,February,2019,2,1
2019-02-19,Tuesday,February,2019,2,1
2019-02-20,Wednesday,February,2019,2,1
2019-02-21,Thursday,February,2019,2,1
2019-02-22,Friday,February,2019,2,1
2019-02-23,Saturday,February,2019,2,1
2019-02-24,Sunday,February,2019,2,1
2019-02-25,Monday,February,2019,2,1
2019-02-26,Tuesday,February,2019,2,1
2019-02-27,Wednesday,February,2019,2,1
2019-02-28,Thursday,February,2019,2,1
2019-03-01,Friday,March,2019,3,1
2019-03-02,Saturday,March,2019,3,1
2019-03-03,Sunday,March,2019,3,1
2019-03-04,Monday,March,2019,3,1
2019-03-05,Tuesday,March,2019,3,1
2019-03-06,Wednesday,March,2019,3,1
2019-03-07,Thursday,March,2019,3,1
2019-03-08,Friday,March,2019,3,1
2019-03-09,Saturday,March,2019,3,1
2019-03-10,Sunday,March,2019,3,1
2019-03-11,Monday,March,2019,3,1
2019-03-12,Tuesday,March,2019,3,1
2019-03-13,Wednesday,March,2019,3,1
2019-03-14,Thursday,March,2019,3,1
2019-03-15,Friday,March,2019,3,1
2019-03-16,Saturday,March,2019,3,1
2019-03-17,Sunday,March,2019,3,1
2019-03-18,Monday,March,2019,3,1
2019-03-19,Tuesday,March,2019,3,1
2019-03-20,Wednesday,March,2019,3,1
2019-03-21,Thursday,March,2019,3,1
2019-03-22,Friday,March,2019,3,1
2019-03-23,Saturday,March,2019,3,1
2019-03-24,Sunday,March,2019,3,1
2019-03-25,Monday,March,2019,3,1
2019-03-26,Tuesday,March,2019,3,1
2019-03-27,Wednesday,March,2019,3,1
2019-03-28,Thursday,March,2019,3,1
2019-03-29,Friday,March,2019,3,1
2019-03-30,Saturday,March,2019,3,1
2019-03-31,Sunday,March,2019,3,1
2019-04-01,Monday,April,2019,4,2
2019-04-02,Tuesday,April,2019,4,2
2019-04-03,Wednesday,April,2019,4,2
2019-04-04,Thursday,April,2019,4,2
2019-04-05,Friday,April,2019,4,2
2019-04-06,Saturday,April,2019,4,2
2019-04-07,Sunday,April,2019,4,2
2019-04-08,Monday,April,2019,4,2
2019-04-09,Tuesday,April,2019,4,2
2019-04-10,Wednesday,April,2019,4,2
2019-04-11,Thursday,April,2019,4,2
2019-04-12,Friday,April,2019,4,2
2019-04-13,Saturday,April,2019,4,2
2019-04-14,Sunday,April,2019,4,2
2019-04-15,Monday,April,2019,4,2
2019-04-16,Tuesday,April,2019,4,2
2019-04-17,Wednesday,April,2019,4,2
2019-04-18,Thursday,April,2019,4,2
2019-04-19,Friday,April,2019,4,2
2019-04-20,Saturday,April,2019,4,2
2019-04-21,Sunday,April,2019,4,2
2019-04-22,Monday,April,2019,4,2
2019-04-23,Tuesday,April,2019,4,2
2019-04-24,Wednesday,April,2019,4,2
2019-04-25,Thursday,April,2019,4,2
2019-04-26,Friday,April,2019,4,2
2019-04-27,Saturday,April,2019,4,2
2019-04-28,Sunday,April,2019,4,2
2019-04-29,Monday,April,2019,4,2
2019-04-30,Tuesday,April,2019,4,2
2019-05-01,Wednesday,May,2019,5,2
2019-05-02,Thursday,May,2019,5,2
2019-05-03,Friday,May,2019,5,2
2019-05-04,Saturday,May,2019,5,2
2019-05-05,Sunday,May,2019,5,2
2019-05-06,Monday,May,2019,5,2
2019-05-07,Tuesday,May,2019,5,2
2019-05-08,Wednesday,May,2019,5,2
2019-05-09,Thursday,May,2019,5,2
2019-05-10,Friday,May,2019,5,2
2019-05-11,Saturday,May,2019,5,2
2019-05-12,Sunday,May,2019,5,2
2019-05-13,Monday,May,2019,5,2
2019-05-14,Tuesday,May,2019,5,2
2019-05-15,Wednesday,May,2019,5,2
2019-05-16,Thursday,May,2019,5,2
2019-05-17,Friday,May,2019,5,2
2019-05-18,Saturday,May,2019,5,2
2019-05-19,Sunday,May,2019,5,2
2019-05-20,Monday,May,2019,5,2
2019-05-21,Tuesday,May,2019,5,2
2019-05-22,Wednesday,May,2019,5,2
2019-05-23,Thursday,May,2019,5,2
2019-05-24,Friday,May,2019,5,2
2019-05-25,Saturday,May,2019,5,2
2019-05-26,Sunday,May,2019,5,2
2019-05-27,Monday,May,2019,5,2
2019-05-28,Tuesday,May,2019,5,2
2019-05-29,Wednesday,May,2019,5,2
2019-05-30,Thursday,May,2019,5,2
2019-05-31,Friday,May,2019,5,2
2019-06-01,Saturday,June,2019,6,2
2019-06-02,Sunday,June,2019,6,2
2019-06-03,Monday,June,2019,6,2
2019-06-04,Tuesday,June,2019,6,2
2019-06-05,Wednesday,June,2019,6,2
2019-06-06,Thursday,June,2019,6,2
2019-06-07,Friday,June,2019,6,2
2019-06-08,Saturday,June,2019,6,2
2019-06-09,Sunday,June,2019,6,2
2019-06-10,Monday,June,2019,6,2
2019-06-11,Tuesday,June,2019,6,2
2019-06-12,Wednesday,June,2019,6,2
2019-06-13,Thursday,June,2019,6,2
2019-06-14,Friday,June,2019,6,2
2019-06-15,Saturday,June,2019,6,2
2019-06-16,Sunday,June,2019,6,2
2019-06-17,Monday,June,2019,6,2
2019-06-18,Tuesday,June,2019,6,2
2019-06-19,Wednesday,June,2019,6,2
2019-06-20,Thursday,June,2019,6,2
2019-06-21,Friday,June,2019,6,2
2019-06-22,Saturday,June,2019,6,2
2019-06-23,Sunday,June,2019,6,2
2019-06-24,Monday,June,2019,6,2
2019-06-25,Tuesday,June,2019,6,2
2019-06-26,Wednesday,June,2019,6,2
2019-06-27,Thursday,June,2019,6,2
2019-06-28,Friday,June,2019,6,2
2019-06-29,Saturday,June,2019,6,2
2019-06-30,Sunday,June,2019,6,2
2019-07-01,Monday,July,2019,7,3
2019-07-02,Tuesday,July,2019,7,3
